Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
16/03/2025,23:15,5,completada,comida,walkin,Cliente 458
09/08/2025,21:45,2,cancelada,cena,walkin,Cliente 459
04/05/2026,14:00,1,completada,cena,web,Cliente 460
25/06/2025,23:15,1,no_show,cena,app,Cliente 461
27/05/2025,16:15,8,no_show,cena,walkin,Cliente 462
25/03/2025,21:30,4,cancelada,cena,telefono,Cliente 463
06/02/2026,20:00,6,completada,comida,app,Cliente 464
19/03/2026,17:00,4,no_show,cena,web,Cliente 465
14/02/2026,19:30,1,confirmada,cena,walkin,Cliente 466
23/10/2025,16:45,8,confirmada,cena,telefono,Cliente 467
19/02/2025,23:30,8,confirmada,comida,app,Cliente 468
14/02/2026,17:00,1,cancelada,comida,app,Cliente 469
30/04/2025,14:15,8,confirmada,cena,telefono,Cliente 470
03/05/2025,20:30,8,no_show,cena,telefono,Cliente 471
15/03/2025,15:45,7,cancelada,comida,app,Cliente 472
16/04/2025,19:30,6,cancelada,cena,telefono,Cliente 473
01/05/2026,22:30,3,confirmada,cena,telefono,Cliente 474
08/03/2026,14:30,6,cancelada,comida,app,Cliente 475
13/08/2025,19:15,3,confirmada,comida,telefono,Cliente 476
31/08/2025,14:30,8,confirmada,comida,web,Cliente 477
10/08/2025,22:30,6,no_show,comida,app,Cliente 478
13/02/2026,22:00,8,cancelada,cena,telefono,Cliente 479
01/06/2025,19:45,6,confirmada,cena,telefono,Cliente 480
25/12/2025,16:45,6,no_show,comida,web,Cliente 481
24/05/2025,17:45,5,cancelada,cena,walkin,Cliente 482
16/01/2026,17:00,1,completada,comida,web,Cliente 483
13/01/2025,21:30,8,completada,comida,app,Cliente 484
06/05/2026,14:30,8,no_show,comida,walkin,Cliente 485
19/03/2025,18:15,5,confirmada,comida,telefono,Cliente 486
29/03/2025,14:30,1,confirmada,comida,walkin,Cliente 487
10/03/2026,21:45,8,no_show,cena,app,Cliente 488
28/12/2025,14:30,1,no_show,cena,app,Cliente 489
01/03/2025,16:30,2,completada,comida,web,Cliente 490
28/03/2026,19:45,6,cancelada,cena,web,Cliente 491
21/07/2025,16:00,7,completada,cena,app,Cliente 492
31/01/2026,16:00,3,confirmada,cena,walkin,Cliente 493
15/04/2026,20:30,7,no_show,cena,telefono,Cliente 494
28/05/2025,20:30,4,cancelada,cena,web,Cliente 495
15/01/2025,18:00,4,confirmada,cena,walkin,Cliente 496
11/06/2026,15:45,1,cancelada,cena,walkin,Cliente 497
01/01/2026,23:15,7,completada,cena,telefono,Cliente 498
13/03/2025,14:45,6,completada,comida,telefono,Cliente 499
20/11/2025,19:30,5,no_show,cena,app,Cliente 500
22/05/2025,22:30,7,completada,cena,telefono,Cliente 501
12/02/2026,18:30,2,completada,comida,walkin,Cliente 502
05/06/2026,21:30,4,completada,comida,walkin,Cliente 503
06/08/2025,23:15,7,completada,cena,walkin,Cliente 504
22/05/2026,14:30,4,cancelada,comida,web,Cliente 505
16/11/2025,20:00,6,no_show,cena,walkin,Cliente 506
07/02/2026,21:00,2,completada,cena,app,Cliente 507
23/02/2025,16:00,7,cancelada,comida,telefono,Cliente 508
08/05/2026,17:15,4,confirmada,cena,walkin,Cliente 509
05/04/2026,14:45,3,completada,comida,app,Cliente 510
28/05/2025,17:15,7,cancelada,comida,web,Cliente 511
27/06/2025,13:15,2,cancelada,cena,app,Cliente 512
14/02/2026,18:15,1,cancelada,comida,web,Cliente 513
25/10/2025,13:15,5,cancelada,cena,telefono,Cliente 514
07/02/2025,14:30,8,completada,cena,web,Cliente 515
08/04/2025,21:00,5,completada,cena,app,Cliente 516
18/03/2026,17:15,2,no_show,cena,walkin,Cliente 517
15/08/2025,23:15,5,completada,cena,web,Cliente 518
25/02/2026,17:30,4,no_show,cena,web,Cliente 519
16/03/2025,14:45,7,no_show,comida,walkin,Cliente 520
13/04/2026,21:30,2,confirmada,cena,telefono,Cliente 521
06/07/2025,17:45,3,cancelada,comida,telefono,Cliente 522
11/07/2025,17:45,5,completada,comida,telefono,Cliente 523
10/05/2026,21:15,3,completada,comida,walkin,Cliente 524
02/07/2025,17:30,1,cancelada,cena,app,Cliente 525
18/09/2025,16:15,1,completada,cena,telefono,Cliente 526
27/05/2025,17:45,1,completada,cena,walkin,Cliente 527
13/08/2025,16:30,8,no_show,comida,web,Cliente 528
02/01/2025,23:45,1,confirmada,comida,app,Cliente 529
16/07/2025,17:45,5,no_show,comida,app,Cliente 530
03/09/2025,23:45,2,no_show,comida,telefono,Cliente 531
29/01/2025,13:00,4,no_show,comida,walkin,Cliente 532
16/05/2025,19:45,8,cancelada,cena,telefono,Cliente 533
05/11/2025,16:30,3,cancelada,cena,walkin,Cliente 534
06/08/2025,23:30,6,cancelada,comida,web,Cliente 535
14/11/2025,18:00,3,confirmada,cena,web,Cliente 536
03/06/2026,14:45,2,no_show,comida,telefono,Cliente 537
30/09/2025,19:45,2,completada,cena,app,Cliente 538
28/08/2025,17:45,6,no_show,cena,walkin,Cliente 539
14/02/2026,21:00,2,no_show,comida,web,Cliente 540
02/09/2025,19:15,5,completada,cena,walkin,Cliente 541
13/05/2026,22:15,5,cancelada,comida,walkin,Cliente 542
28/03/2025,13:45,3,cancelada,cena,web,Cliente 543
18/09/2025,16:45,7,completada,cena,walkin,Cliente 544
28/02/2025,22:45,2,no_show,comida,telefono,Cliente 545
19/10/2025,16:00,2,cancelada,comida,telefono,Cliente 546
24/04/2026,23:15,3,confirmada,comida,web,Cliente 547
30/03/2025,21:45,7,confirmada,comida,walkin,Cliente 548
30/05/2025,23:45,4,no_show,cena,telefono,Cliente 549
13/10/2025,16:30,6,cancelada,cena,app,Cliente 550
30/05/2025,17:15,1,no_show,comida,telefono,Cliente 551
08/04/2026,14:45,2,confirmada,cena,walkin,Cliente 552
31/05/2026,22:15,1,cancelada,cena,telefono,Cliente 553
06/01/2025,16:30,5,cancelada,cena,walkin,Cliente 554
10/03/2026,13:45,7,completada,cena,web,Cliente 555
28/01/2026,20:45,4,completada,cena,web,Cliente 556
14/03/2026,20:30,3,completada,cena,walkin,Cliente 557
05/01/2026,17:00,8,cancelada,comida,app,Cliente 558
04/07/2025,23:45,6,completada,cena,walkin,Cliente 559
13/11/2025,22:00,6,confirmada,comida,walkin,Cliente 560
10/03/2025,18:30,6,no_show,cena,walkin,Cliente 561
07/09/2025,21:15,6,cancelada,comida,telefono,Cliente 562
07/05/2026,19:15,5,no_show,cena,telefono,Cliente 563
18/01/2025,19:30,4,confirmada,comida,telefono,Cliente 564
06/01/2025,13:15,3,no_show,cena,walkin,Cliente 565
05/04/2026,19:30,6,confirmada,cena,web,Cliente 566
09/05/2026,15:30,3,cancelada,comida,web,Cliente 567
23/11/2025,17:45,6,cancelada,comida,walkin,Cliente 568
26/08/2025,21:00,5,completada,cena,telefono,Cliente 569
25/04/2026,23:15,1,no_show,cena,telefono,Cliente 570
24/07/2025,16:15,3,completada,comida,walkin,Cliente 571
27/05/2026,16:45,1,cancelada,comida,web,Cliente 572
11/04/2026,18:45,5,cancelada,cena,app,Cliente 573
28/12/2025,19:45,6,completada,comida,telefono,Cliente 574
15/12/2025,23:15,3,no_show,comida,app,Cliente 575
27/04/2025,20:30,4,cancelada,comida,web,Cliente 576
27/12/2025,21:00,1,confirmada,comida,telefono,Cliente 577
25/05/2025,23:45,6,completada,comida,app,Cliente 578
12/05/2025,22:00,2,cancelada,cena,web,Cliente 579
26/12/2025,22:15,7,confirmada,cena,app,Cliente 580
27/06/2025,20:30,8,no_show,cena,telefono,Cliente 581
06/03/2026,16:15,5,completada,comida,app,Cliente 582
14/03/2026,21:15,3,confirmada,comida,walkin,Cliente 583
27/04/2025,16:45,2,no_show,cena,walkin,Cliente 584
27/10/2025,21:30,3,no_show,comida,web,Cliente 585
01/02/2025,13:00,8,confirmada,cena,walkin,Cliente 586
15/09/2025,23:15,3,cancelada,comida,web,Cliente 587
05/05/2026,18:45,8,cancelada,comida,telefono,Cliente 588
25/05/2026,21:00,4,completada,comida,walkin,Cliente 589
12/02/2025,15:45,4,completada,cena,walkin,Cliente 590
21/06/2026,17:30,3,completada,comida,walkin,Cliente 591
03/05/2025,13:45,4,completada,cena,web,Cliente 592
16/01/2026,16:00,2,cancelada,cena,app,Cliente 593
28/04/2026,21:15,2,no_show,comida,web,Cliente 594
11/01/2025,23:30,6,no_show,comida,telefono,Cliente 595
02/05/2026,17:00,2,confirmada,cena,telefono,Cliente 596
13/04/2026,18:00,1,no_show,comida,web,Cliente 597
11/01/2026,20:30,5,cancelada,cena,walkin,Cliente 598
25/06/2026,16:45,2,cancelada,cena,web,Cliente 599
04/11/2025,23:30,3,completada,comida,telefono,Cliente 600
31/08/2025,13:30,7,completada,comida,app,Cliente 601
14/07/2025,20:15,3,completada,comida,walkin,Cliente 602
05/03/2025,19:30,8,completada,comida,telefono,Cliente 603
29/05/2026,19:00,8,cancelada,cena,app,Cliente 604
16/11/2025,15:45,3,no_show,cena,web,Cliente 605
15/08/2025,18:30,4,cancelada,comida,walkin,Cliente 606
10/01/2026,17:45,3,no_show,comida,walkin,Cliente 607
23/05/2026,16:30,5,no_show,comida,telefono,Cliente 608
03/01/2025,14:00,4,completada,comida,telefono,Cliente 609
24/11/2025,15:30,4,confirmada,comida,web,Cliente 610
02/08/2025,19:45,7,cancelada,cena,app,Cliente 611
01/07/2025,20:00,7,cancelada,cena,web,Cliente 612
10/02/2026,16:30,8,cancelada,cena,telefono,Cliente 613
25/05/2026,18:00,8,completada,cena,web,Cliente 614
26/04/2026,15:45,1,confirmada,cena,walkin,Cliente 615
21/12/2025,20:30,5,confirmada,comida,web,Cliente 616
25/04/2025,16:00,6,no_show,comida,app,Cliente 617
04/02/2026,13:00,3,no_show,cena,walkin,Cliente 618
03/12/2025,21:00,8,completada,comida,app,Cliente 619
05/04/2025,17:15,8,cancelada,cena,telefono,Cliente 620
30/03/2026,23:45,4,confirmada,comida,telefono,Cliente 621
15/06/2025,23:30,5,no_show,comida,app,Cliente 622
02/06/2026,17:00,1,no_show,comida,web,Cliente 623
03/06/2026,21:15,7,cancelada,cena,web,Cliente 624
26/09/2025,19:30,4,confirmada,comida,telefono,Cliente 625
22/03/2026,23:30,8,confirmada,cena,web,Cliente 626
24/09/2025,16:00,1,cancelada,cena,walkin,Cliente 627
29/04/2026,17:30,3,completada,comida,web,Cliente 628
15/03/2025,21:15,7,confirmada,cena,app,Cliente 629
06/08/2025,13:45,8,completada,cena,web,Cliente 630
08/02/2025,22:45,7,no_show,comida,telefono,Cliente 631
26/08/2025,14:30,6,completada,cena,telefono,Cliente 632
22/01/2026,20:15,2,no_show,cena,telefono,Cliente 633
20/08/2025,19:30,6,cancelada,cena,app,Cliente 634
13/05/2026,13:00,2,completada,comida,walkin,Cliente 635
16/06/2025,14:15,5,confirmada,cena,telefono,Cliente 636
15/08/2025,18:45,7,confirmada,comida,telefono,Cliente 637
04/04/2025,18:15,4,cancelada,comida,walkin,Cliente 638
10/03/2025,22:45,4,no_show,cena,telefono,Cliente 639
28/02/2025,19:45,5,confirmada,cena,app,Cliente 640
26/10/2025,14:15,2,no_show,comida,telefono,Cliente 641
14/05/2025,19:45,1,completada,cena,walkin,Cliente 642
27/01/2025,22:45,3,cancelada,cena,telefono,Cliente 643
14/05/2026,23:00,4,cancelada,cena,telefono,Cliente 644
28/10/2025,18:30,1,confirmada,cena,telefono,Cliente 645
31/05/2026,21:00,2,no_show,comida,walkin,Cliente 646
10/11/2025,13:30,8,cancelada,cena,telefono,Cliente 647
09/11/2025,20:00,1,confirmada,comida,app,Cliente 648
06/06/2025,19:45,8,completada,cena,app,Cliente 649
28/06/2025,22:00,2,confirmada,cena,telefono,Cliente 650
19/06/2026,15:00,8,confirmada,cena,app,Cliente 651
07/04/2025,20:30,7,completada,comida,telefono,Cliente 652
09/11/2025,15:00,6,completada,cena,web,Cliente 653
09/10/2025,15:45,7,cancelada,cena,telefono,Cliente 654
15/06/2026,17:45,1,confirmada,cena,app,Cliente 655
14/10/2025,16:15,7,no_show,cena,web,Cliente 656
04/11/2025,14:45,8,confirmada,comida,walkin,Cliente 657
14/04/2025,20:00,4,no_show,comida,web,Cliente 658
27/06/2025,20:00,5,cancelada,cena,telefono,Cliente 659
20/10/2025,13:45,8,completada,cena,web,Cliente 660
23/09/2025,14:30,2,completada,cena,web,Cliente 661
27/11/2025,19:45,2,completada,cena,app,Cliente 662
14/01/2026,13:45,4,confirmada,cena,app,Cliente 663
02/06/2025,15:45,6,cancelada,comida,walkin,Cliente 664
03/03/2025,23:15,7,completada,comida,telefono,Cliente 665
30/03/2025,17:00,1,no_show,comida,app,Cliente 666
31/01/2026,17:45,1,completada,cena,telefono,Cliente 667
18/04/2026,23:00,5,confirmada,cena,walkin,Cliente 668
06/08/2025,22:15,7,completada,comida,walkin,Cliente 669
07/05/2025,23:45,5,no_show,comida,walkin,Cliente 670
10/06/2026,19:30,7,confirmada,cena,app,Cliente 671
04/02/2025,16:30,2,completada,comida,app,Cliente 672
07/10/2025,17:45,2,cancelada,cena,walkin,Cliente 673
05/01/2026,19:00,5,confirmada,comida,telefono,Cliente 674
26/03/2025,20:45,6,completada,cena,web,Cliente 675
31/03/2025,19:30,3,no_show,comida,telefono,Cliente 676
25/01/2025,13:00,7,completada,comida,telefono,Cliente 677
30/06/2026,13:30,5,completada,cena,web,Cliente 678
18/12/2025,16:45,8,no_show,comida,app,Cliente 679
01/06/2025,14:15,7,no_show,cena,web,Cliente 680
19/05/2026,23:45,4,cancelada,comida,web,Cliente 681
04/06/2026,21:00,8,completada,comida,web,Cliente 682
04/03/2025,22:00,7,confirmada,cena,walkin,Cliente 683
04/06/2026,16:30,5,no_show,comida,app,Cliente 684
26/03/2025,13:15,4,completada,comida,walkin,Cliente 685
02/06/2025,22:00,8,confirmada,cena,walkin,Cliente 686
13/07/2025,23:15,4,no_show,comida,walkin,Cliente 687
17/04/2026,14:15,1,cancelada,comida,web,Cliente 688
07/02/2025,18:00,5,completada,cena,web,Cliente 689
02/09/2025,13:15,2,confirmada,comida,telefono,Cliente 690
30/10/2025,13:15,2,cancelada,comida,web,Cliente 691
23/02/2025,20:00,7,no_show,cena,app,Cliente 692
24/07/2025,20:15,2,confirmada,cena,app,Cliente 693
23/03/2025,13:45,8,confirmada,cena,walkin,Cliente 694
25/11/2025,20:00,5,cancelada,comida,telefono,Cliente 695
04/04/2025,14:00,7,completada,cena,telefono,Cliente 696
03/04/2025,18:15,1,completada,cena,app,Cliente 697
04/03/2025,19:45,2,cancelada,cena,app,Cliente 698
18/11/2025,14:00,5,confirmada,comida,walkin,Cliente 699
06/07/2025,16:00,5,cancelada,cena,app,Cliente 700
01/03/2026,13:15,3,completada,comida,web,Cliente 701
08/12/2025,14:30,2,completada,cena,walkin,Cliente 702
24/06/2025,22:00,4,cancelada,comida,walkin,Cliente 703
17/03/2025,17:00,2,completada,cena,web,Cliente 704
09/01/2025,15:00,8,cancelada,cena,app,Cliente 705
11/03/2025,20:15,7,cancelada,cena,walkin,Cliente 706
10/05/2025,19:45,8,no_show,cena,app,Cliente 707
11/06/2026,19:45,1,no_show,comida,walkin,Cliente 708
09/01/2026,22:15,2,confirmada,comida,web,Cliente 709
12/07/2025,21:15,1,cancelada,comida,walkin,Cliente 710
09/06/2025,14:00,3,confirmada,cena,app,Cliente 711
21/05/2025,13:30,5,no_show,cena,app,Cliente 712
23/08/2025,17:45,7,no_show,cena,web,Cliente 713
25/03/2026,16:00,7,no_show,cena,telefono,Cliente 714
05/08/2025,15:45,1,cancelada,cena,walkin,Cliente 715
29/03/2025,22:00,5,no_show,cena,web,Cliente 716
18/08/2025,23:15,5,completada,comida,app,Cliente 717
16/01/2025,15:00,6,cancelada,comida,app,Cliente 718
31/12/2025,22:00,1,cancelada,comida,walkin,Cliente 719
08/01/2025,19:30,8,confirmada,cena,telefono,Cliente 720
06/03/2026,21:45,6,confirmada,comida,telefono,Cliente 721
10/05/2025,18:00,5,confirmada,cena,walkin,Cliente 722
28/04/2025,19:00,4,confirmada,cena,telefono,Cliente 723
02/10/2025,21:00,6,confirmada,cena,telefono,Cliente 724
22/08/2025,15:45,7,cancelada,comida,telefono,Cliente 725
17/06/2026,13:30,4,no_show,cena,walkin,Cliente 726
30/04/2026,22:00,2,no_show,comida,telefono,Cliente 727
28/02/2025,17:30,8,confirmada,comida,telefono,Cliente 728
23/04/2025,16:00,2,completada,cena,telefono,Cliente 729
01/05/2025,13:15,4,confirmada,cena,telefono,Cliente 730
18/02/2026,18:15,5,no_show,comida,app,Cliente 731
12/05/2025,15:30,7,no_show,comida,app,Cliente 732
20/03/2025,23:15,4,completada,cena,telefono,Cliente 733
28/06/2026,13:45,6,no_show,comida,app,Cliente 734
25/06/2026,23:30,1,cancelada,cena,app,Cliente 735
06/04/2025,21:00,3,cancelada,cena,walkin,Cliente 736
26/02/2025,17:15,5,confirmada,cena,walkin,Cliente 737
16/10/2025,18:30,2,cancelada,cena,telefono,Cliente 738
07/04/2026,23:00,8,cancelada,comida,web,Cliente 739
22/06/2026,13:30,7,no_show,cena,app,Cliente 740
03/04/2026,19:45,8,no_show,cena,app,Cliente 741
14/02/2026,14:00,7,completada,comida,telefono,Cliente 742
10/12/2025,20:00,2,completada,cena,walkin,Cliente 743
25/12/2025,18:45,8,confirmada,cena,app,Cliente 744
30/05/2026,19:00,4,no_show,comida,telefono,Cliente 745
03/08/2025,14:30,4,completada,comida,walkin,Cliente 746
03/09/2025,21:15,4,no_show,comida,web,Cliente 747
12/01/2026,20:30,2,completada,comida,web,Cliente 748
12/02/2025,19:30,7,cancelada,comida,web,Cliente 749
05/08/2025,22:15,2,completada,comida,app,Cliente 750
30/01/2025,22:15,8,confirmada,cena,app,Cliente 751
16/07/2025,15:15,6,confirmada,comida,walkin,Cliente 752
24/12/2025,15:45,3,cancelada,cena,web,Cliente 753
07/03/2026,18:00,5,confirmada,comida,walkin,Cliente 754
09/05/2026,16:45,1,completada,cena,telefono,Cliente 755
25/03/2026,20:15,2,no_show,comida,app,Cliente 756
15/08/2025,13:00,7,cancelada,cena,telefono,Cliente 757
28/04/2026,21:45,1,completada,comida,telefono,Cliente 758
10/08/2025,18:00,7,no_show,cena,telefono,Cliente 759
19/09/2025,22:15,4,no_show,comida,walkin,Cliente 760
24/02/2026,14:30,8,cancelada,cena,app,Cliente 761
03/04/2026,18:15,1,completada,comida,telefono,Cliente 762
16/09/2025,19:30,5,cancelada,cena,telefono,Cliente 763
28/03/2025,17:45,1,no_show,cena,web,Cliente 764
10/04/2026,19:00,2,no_show,cena,web,Cliente 765
04/08/2025,22:00,7,cancelada,comida,web,Cliente 766
16/09/2025,23:00,3,completada,cena,telefono,Cliente 767
21/04/2025,23:30,6,cancelada,cena,web,Cliente 768
25/10/2025,14:45,2,cancelada,cena,web,Cliente 769
29/01/2025,21:15,5,no_show,cena,telefono,Cliente 770
13/12/2025,22:15,4,cancelada,comida,app,Cliente 771
29/01/2025,13:45,1,confirmada,cena,telefono,Cliente 772
22/07/2025,15:30,7,no_show,comida,web,Cliente 773
19/12/2025,14:45,6,cancelada,comida,telefono,Cliente 774
28/01/2026,18:30,8,cancelada,cena,app,Cliente 775
11/02/2025,13:00,2,confirmada,cena,walkin,Cliente 776
12/08/2025,17:30,6,no_show,cena,web,Cliente 777
01/09/2025,23:15,7,cancelada,cena,web,Cliente 778
27/09/2025,16:15,4,no_show,cena,walkin,Cliente 779
05/07/2025,17:45,3,cancelada,comida,app,Cliente 780
08/06/2025,16:30,5,no_show,comida,web,Cliente 781
11/01/2025,16:00,6,cancelada,cena,telefono,Cliente 782
17/05/2025,16:30,4,no_show,comida,app,Cliente 783
06/02/2025,18:15,5,confirmada,cena,telefono,Cliente 784
12/07/2025,19:00,4,confirmada,comida,walkin,Cliente 785
08/01/2025,22:15,4,confirmada,comida,app,Cliente 786
17/11/2025,15:30,1,completada,cena,web,Cliente 787
05/06/2026,22:15,2,confirmada,comida,web,Cliente 788
24/01/2026,14:00,5,confirmada,cena,telefono,Cliente 789
02/07/2025,20:15,8,completada,comida,telefono,Cliente 790
20/03/2025,22:30,7,no_show,cena,web,Cliente 791
18/01/2025,20:15,2,no_show,cena,telefono,Cliente 792
27/02/2025,14:00,6,completada,comida,app,Cliente 793
28/01/2025,17:00,1,confirmada,cena,app,Cliente 794
11/12/2025,23:00,2,completada,cena,telefono,Cliente 795
07/07/2025,14:00,1,cancelada,cena,web,Cliente 796
15/03/2026,14:00,2,no_show,comida,app,Cliente 797
01/12/2025,16:30,8,confirmada,cena,telefono,Cliente 798
07/01/2025,23:15,6,cancelada,cena,telefono,Cliente 799
26/11/2025,13:15,2,completada,comida,web,Cliente 800
25/12/2025,16:45,6,confirmada,comida,walkin,Cliente 801
11/05/2025,15:15,1,confirmada,cena,telefono,Cliente 802
15/01/2025,23:15,5,completada,cena,walkin,Cliente 803
04/08/2025,16:15,7,no_show,cena,web,Cliente 804
26/02/2026,19:15,6,confirmada,comida,telefono,Cliente 805
23/11/2025,13:15,3,no_show,cena,telefono,Cliente 806
02/03/2025,22:45,6,confirmada,cena,telefono,Cliente 807
29/06/2025,13:30,8,no_show,comida,walkin,Cliente 808
10/12/2025,21:45,7,completada,comida,web,Cliente 809
26/04/2025,17:15,8,cancelada,comida,web,Cliente 810
04/11/2025,17:45,1,cancelada,comida,telefono,Cliente 811
27/03/2026,14:00,8,completada,cena,web,Cliente 812
20/11/2025,17:30,1,completada,cena,walkin,Cliente 813
14/08/2025,13:45,3,completada,cena,web,Cliente 814
10/09/2025,20:45,4,cancelada,cena,telefono,Cliente 815
09/04/2025,21:30,8,confirmada,cena,web,Cliente 816
09/05/2025,19:15,5,cancelada,cena,web,Cliente 817
22/11/2025,21:30,8,cancelada,cena,web,Cliente 818
30/12/2025,13:30,5,no_show,comida,walkin,Cliente 819
10/03/2025,17:30,3,confirmada,cena,walkin,Cliente 820
21/08/2025,13:15,2,no_show,cena,walkin,Cliente 821
25/06/2026,19:45,3,completada,cena,app,Cliente 822
19/02/2025,13:30,8,completada,cena,walkin,Cliente 823
18/02/2026,14:00,3,cancelada,comida,walkin,Cliente 824
23/04/2025,13:30,6,cancelada,comida,walkin,Cliente 825
14/05/2026,22:30,5,cancelada,cena,web,Cliente 826
13/10/2025,20:15,6,no_show,comida,telefono,Cliente 827
03/07/2025,13:30,1,completada,comida,telefono,Cliente 828
21/06/2026,14:45,8,cancelada,cena,walkin,Cliente 829
05/09/2025,20:00,7,completada,cena,app,Cliente 830
10/02/2025,19:30,6,no_show,cena,web,Cliente 831
16/01/2025,14:45,2,confirmada,comida,walkin,Cliente 832
04/04/2025,16:00,5,completada,cena,telefono,Cliente 833
09/02/2025,13:30,1,confirmada,cena,app,Cliente 834
01/08/2025,13:00,1,completada,cena,walkin,Cliente 835
03/11/2025,19:15,4,cancelada,comida,telefono,Cliente 836
24/01/2025,22:15,4,confirmada,comida,web,Cliente 837
02/11/2025,15:45,6,no_show,comida,web,Cliente 838
19/11/2025,19:45,3,no_show,cena,web,Cliente 839
26/05/2026,22:15,7,cancelada,cena,walkin,Cliente 840
15/05/2026,20:45,7,confirmada,cena,telefono,Cliente 841
01/04/2025,16:00,3,cancelada,comida,walkin,Cliente 842
23/06/2026,23:45,8,no_show,comida,telefono,Cliente 843
03/01/2025,18:15,8,confirmada,comida,web,Cliente 844
08/02/2026,20:30,5,confirmada,comida,telefono,Cliente 845
12/09/2025,16:30,1,confirmada,cena,telefono,Cliente 846
29/06/2025,20:15,7,confirmada,comida,web,Cliente 847
